bcell_id	h_age	new_h_age
1818738	14 +/- 3 years	14 ± 3 years
1818739	14 +/- 3 years	14 ± 3 years
1818740	14 +/- 3 years	14 ± 3 years
1816412	3 to 4 months	3-4 months
1842060	20 to 70 years	20-70 years
1842061	20 to 70 years	20-70 years
1843214	7 to 10 weeks	7-10 weeks
1929232	Children	child
1848388	8 weeks old	8 weeks
1848389	8 weeks old	8 weeks
1818744	14 +/- 3 years	14 ± 3 years
1818745	14 +/- 3 years	14 ± 3 years
1818746	14 +/- 3 years	14 ± 3 years
1818747	14 +/- 3 years	14 ± 3 years
1818810	2 to 3 weeks	2-3 weeks
1816243	20 to 34 years	20-34 years
1842062	20 to 70 years	20-70 years
1842063	20 to 70 years	20-70 years
1843216	7 to 10 weeks	7-10 weeks
1818752	14 +/- 3 years	14 ± 3 years
1818753	14 +/- 3 years	14 ± 3 years
1818814	2 to 3 weeks	2-3 weeks
1815050	4 to 18 years	4-18 years
1842064	20 to 70 years	20-70 years
1842065	20 to 70 years	20-70 years
1842066	20 to 70 years	20-70 years
1848387	8 weeks old	8 weeks
1818811	2 to 3 weeks	2-3 weeks
1816252	20 to 34 years	20-34 years
1815350	4 to 18 years	4-18 years
1842067	20 to 70 years	20-70 years
1842068	20 to 70 years	20-70 years
1842069	20 to 70 years	20-70 years
1842074	20 to 70 years	20-70 years
1842087	20 to 70 years	20-70 years
1849190	8 weeks old	8 weeks
1846832	2 to 65 years	2-65 years
1818777	7 weeks old	7 weeks
1818778	7 weeks old	7 weeks
1815352	4 to 18 years	4-18 years
1804562	4 to 60 months	4-60 months
1815360	4 to 18 years	4-18 years
1842075	20 to 70 years	20-70 years
1842076	20 to 70 years	20-70 years
1842077	20 to 70 years	20-70 years
1842078	20 to 70 years	20-70 years
1842079	20 to 70 years	20-70 years
1842080	20 to 70 years	20-70 years
1842081	20 to 70 years	20-70 years
1842092	20 to 70 years	20-70 years
1842093	20 to 70 years	20-70 years
1842094	20 to 70 years	20-70 years
1846824	2 to 65 years	2-65 years
1846826	2 to 65 years	2-65 years
1847014	2 to 65 years	2-65 years
1847016	2 to 65 years	2-65 years
1847020	2 to 65 years	2-65 years
1806506	4 to 60 months	4-60 months
1815081	22 to 34 years	22-34 years
1815082	22 to 34 years	22-34 years
1815083	22 to 34 years	22-34 years
1815084	22 to 34 years	22-34 years
1842082	20 to 70 years	20-70 years
1842083	20 to 70 years	20-70 years
1842084	20 to 70 years	20-70 years
1842085	20 to 70 years	20-70 years
1842086	20 to 70 years	20-70 years
1842097	20 to 70 years	20-70 years
1842098	20 to 70 years	20-70 years
1842099	20 to 70 years	20-70 years
1842100	20 to 70 years	20-70 years
1842102	20 to 70 years	20-70 years
1846630	2 to 65 years	2-65 years
1846634	2 to 65 years	2-65 years
1846830	2 to 65 years	2-65 years
1842088	20 to 70 years	20-70 years
1842089	20 to 70 years	20-70 years
1842090	20 to 70 years	20-70 years
1842091	20 to 70 years	20-70 years
1842105	20 to 70 years	20-70 years
1842106	20 to 70 years	20-70 years
1842107	20 to 70 years	20-70 years
1842108	20 to 70 years	20-70 years
1842109	20 to 70 years	20-70 years
1846640	2 to 65 years	2-65 years
1846756	2 to 65 years	2-65 years
1846720	2 to 65 years	2-65 years
1846636	2 to 65 years	2-65 years
1846638	2 to 65 years	2-65 years
1842095	20 to 70 years	20-70 years
1842096	20 to 70 years	20-70 years
1842111	20 to 70 years	20-70 years
1847474	2 to 65 years	2-65 years
1847480	2 to 65 years	2-65 years
1846612	2 to 65 years	2-65 years
1846622	2 to 65 years	2-65 years
1846628	2 to 65 years	2-65 years
1846632	2 to 65 years	2-65 years
1846751	2 to 65 years	2-65 years
1846744	2 to 65 years	2-65 years
1846738	2 to 65 years	2-65 years
1846732	2 to 65 years	2-65 years
1846726	2 to 65 years	2-65 years
1816404	3 to 4 months	3-4 months
1842103	20 to 70 years	20-70 years
1842104	20 to 70 years	20-70 years
1842058	20 to 70 years	20-70 years
1816405	3 to 4 months	3-4 months
1816408	3 to 4 months	3-4 months
1816337	> 2 months	>2 months
1815066	< 40 years	<40 years
1815067	< 40 years	<40 years
1815069	< 40 years	<40 years
1815070	< 40 years	<40 years
1815071	< 40 years	<40 years
1815072	< 40 years	<40 years
1815073	< 40 years	<40 years
1815376	4 to 18 years	4-18 years
1842110	20 to 70 years	20-70 years
1838810	6 to 8 months	6-8 months
1838811	6 to 8 months	6-8 months
1838822	6 to 8 months	6-8 months
1838823	6 to 8 months	6-8 months
1838829	6 to 8 months	6-8 months
1842115	20 to 70 years	20-70 years
1842116	20 to 70 years	20-70 years
1842117	20 to 70 years	20-70 years
1842118	20 to 70 years	20-70 years
1842119	20 to 70 years	20-70 years
1842120	20 to 70 years	20-70 years
1842121	20 to 70 years	20-70 years
1816409	3 to 4 months	3-4 months
1816410	3 to 4 months	3-4 months
1816411	3 to 4 months	3-4 months
1816413	3 to 4 months	3-4 months
1816416	3 to 4 months	3-4 months
1815453	4 to 18 years	4-18 years
1815457	4 to 18 years	4-18 years
1815438	4 to 18 years	4-18 years
1815074	< 40 years	<40 years
1815075	22 to 34 years	22-34 years
1815076	22 to 34 years	22-34 years
1815077	22 to 34 years	22-34 years
1815078	22 to 34 years	22-34 years
1815079	22 to 34 years	22-34 years
1815080	22 to 34 years	22-34 years
1838814	6 to 8 months	6-8 months
1838815	6 to 8 months	6-8 months
1838816	6 to 8 months	6-8 months
1838817	6 to 8 months	6-8 months
1838828	7 to 8 weeks	7-8 weeks
1838826	6 to 8 months	6-8 months
1838824	7 to 8 weeks	7-8 weeks
1838825	7 to 8 weeks	7-8 weeks
1838827	6 to 8 months	6-8 months
1838830	6 to 8 months	6-8 months
1842122	20 to 70 years	20-70 years
1842123	20 to 70 years	20-70 years
1815434	4 to 18 years	4-18 years
1815405	4 to 18 years	4-18 years
1838818	6 to 8 months	6-8 months
1838850	6 to 8 months	6-8 months
1838879	mean age = 38.6 years	mean: 38.6 years
1848074	5-59 years old	5-59 years
1848590	6–8weeks old	6-8 weeks
1815358	4 to 18 years	4-18 years
1815348	4 to 18 years	4-18 years
1838846	6 to 8 months	6-8 months
1838847	6 to 8 months	6-8 months
1838848	6 to 8 months	6-8 months
1838849	6 to 8 months	6-8 months
1838851	6 to 8 months	6-8 months
1853212	8–12 weeks	8-12 weeks
1818719	29 +/- 9 days	29 ± 9 days
1823254	32-68 years old	32-68 years
1838885	7 to 8 weeks	7-8 weeks
1838888	7 to 8 weeks	7-8 weeks
1841710	6 to 8 months	6-8 months
1850700	6 to 8 weeks	6-8 weeks
1818724	29 +/- 9 days	29 ± 9 days
1818725	29 +/- 9 days	29 ± 9 days
1816451	3 to 4 months	3-4 months
1816457	3 to 4 months	3-4 months
1816458	3 to 4 months	3-4 months
1816459	3 to 4 months	3-4 months
1816247	20 to 34 years	20-34 years
1841711	6 to 8 months	6-8 months
1907393	5-6 weeks old	5-6 weeks
1818531	1 to 5 years	1-5 years
1818532	1 to 5 years	1-5 years
1818535	1 to 5 years	1-5 years
1818536	1 to 5 years	1-5 years
1818539	1 to 5 years	1-5 years
1818540	1 to 5 years	1-5 years
1818543	1 to 5 years	1-5 years
1818552	1 to 5 years	1-5 years
1818578	8- to 10-week-old	8-10 weeks
1816406	3 to 4 months	3-4 months
1816407	3 to 4 months	3-4 months
1815370	4 to 18 years	4-18 years
1815372	4 to 18 years	4-18 years
1821237	31.63 +/- 1.37 years	31.63 ± 1.37 years
1821240	31.63 +/- 1.37 years	31.63 ± 1.37 years
1818515	1 to 5 years	1-5 years
1818516	1 to 5 years	1-5 years
1818547	1 to 5 years	1-5 years
1818548	1 to 5 years	1-5 years
1818551	1 to 5 years	1-5 years
1831678	mean age = 46 years	mean: 46 years
1816414	3 to 4 months	3-4 months
1816415	3 to 4 months	3-4 months
1853163	6 to 8 weeks	6-8 weeks
1853164	6 to 8 weeks	6-8 weeks
1815368	4 to 18 years	4-18 years
1815378	4 to 18 years	4-18 years
1815380	4 to 18 years	4-18 years
1815382	4 to 18 years	4-18 years
1821231	31.63 +/- 1.37 years	31.63 ± 1.37 years
1818236	2 to 3 weeks	2-3 weeks
1818352	1 to 5 years	1-5 years
1822789	35 to 65 years	35-65 years
1818782	2 to 3 weeks	2-3 weeks
1818714	29 +/- 9 days	29 ± 9 days
1818715	29 +/- 9 days	29 ± 9 days
1818716	29 +/- 9 days	29 ± 9 days
1818717	29 +/- 9 days	29 ± 9 days
1818718	29 +/- 9 days	29 ± 9 days
1831683	mean age = 46 years	mean: 46 years
1831679	mean age = 46 years	mean: 46 years
1830944	mean age = 46 years	mean: 46 years
1816233	4 to 6 weeks	4-6 weeks
1816234	4 to 6 weeks	4-6 weeks
1816237	20 to 34 years	20-34 years
1818350	1 to 5 years	1-5 years
1818337	1 to 5 years	1-5 years
1818366	1 to 5 years	1-5 years
1818368	1 to 5 years	1-5 years
1818720	29 +/- 9 days	29 ± 9 days
1830943	mean age = 46 years	mean: 46 years
1815374	4 to 18 years	4-18 years
1816229	4 to 6 weeks	4-6 weeks
1816254	20 to 34 years	20-34 years
1818721	29 +/- 9 days	29 ± 9 days
1818722	29 +/- 9 days	29 ± 9 days
1818723	29 +/- 9 days	29 ± 9 days
1818375	1 to 5 years	1-5 years
1818377	1 to 5 years	1-5 years
1818379	1 to 5 years	1-5 years
1818381	1 to 5 years	1-5 years
1818383	1 to 5 years	1-5 years
1816235	4 to 6 weeks	4-6 weeks
1816232	4 to 6 weeks	4-6 weeks
1816258	20 to 34 years	20-34 years
1816260	20 to 34 years	20-34 years
1818354	1 to 5 years	1-5 years
1818356	1 to 5 years	1-5 years
1818358	1 to 5 years	1-5 years
1818360	1 to 5 years	1-5 years
1818385	1 to 5 years	1-5 years
1818726	29 +/- 9 days	29 ± 9 days
1818395	1 to 5 years	1-5 years
1818397	1 to 5 years	1-5 years
1818399	1 to 5 years	1-5 years
1818401	1 to 5 years	1-5 years
1818732	29 +/- 9 days	29 ± 9 days
1818362	1 to 5 years	1-5 years
1818364	1 to 5 years	1-5 years
1818371	1 to 5 years	1-5 years
1818373	1 to 5 years	1-5 years
1818733	29 +/- 9 days	29 ± 9 days
1818734	29 +/- 9 days	29 ± 9 days
1818411	1 to 5 years	1-5 years
1818413	1 to 5 years	1-5 years
1818415	1 to 5 years	1-5 years
1818417	1 to 5 years	1-5 years
1818741	14 +/- 3 years	14 ± 3 years
1818742	14 +/- 3 years	14 ± 3 years
1853158	6 to 8 weeks	6-8 weeks
1853216	8–12 weeks	8-12 weeks
1815058	< 40 years	<40 years
1815401	4 to 18 years	4-18 years
1818387	1 to 5 years	1-5 years
1818389	1 to 5 years	1-5 years
1818391	1 to 5 years	1-5 years
1818393	1 to 5 years	1-5 years
1818743	14 +/- 3 years	14 ± 3 years
1818429	1 to 5 years	1-5 years
1818431	1 to 5 years	1-5 years
1818433	1 to 5 years	1-5 years
1818748	14 +/- 3 years	14 ± 3 years
1818749	14 +/- 3 years	14 ± 3 years
1818750	14 +/- 3 years	14 ± 3 years
1818751	14 +/- 3 years	14 ± 3 years
1815403	4 to 18 years	4-18 years
1815407	4 to 18 years	4-18 years
1815409	4 to 18 years	4-18 years
1815411	4 to 18 years	4-18 years
1815417	4 to 18 years	4-18 years
1815419	4 to 18 years	4-18 years
1816340	> 2 months	>2 months
1816342	> 2 months	>2 months
1816343	> 2 months	>2 months
1818403	1 to 5 years	1-5 years
1818405	1 to 5 years	1-5 years
1818407	1 to 5 years	1-5 years
1818443	1 to 5 years	1-5 years
1818445	1 to 5 years	1-5 years
1818447	1 to 5 years	1-5 years
1818449	1 to 5 years	1-5 years
1814896	six weeks	6 weeks
1818757	3 to 4 months	3-4 months
1814889	12-16 weeks old	12-16 weeks
1815413	4 to 18 years	4-18 years
1818737	14 +/- 3 years	14 ± 3 years
1818409	1 to 5 years	1-5 years
1818419	1 to 5 years	1-5 years
1818421	1 to 5 years	1-5 years
1818423	1 to 5 years	1-5 years
1818425	1 to 5 years	1-5 years
1818459	1 to 5 years	1-5 years
1818461	1 to 5 years	1-5 years
1818463	1 to 5 years	1-5 years
1818465	1 to 5 years	1-5 years
1818775	7 weeks old	7 weeks
1818776	7 weeks old	7 weeks
1855257	3 to 5 months	3-5 months
1855258	3 to 5 months	3-5 months
1816236	20 to 34 years	20-34 years
1815415	4 to 18 years	4-18 years
1815427	4 to 18 years	4-18 years
1818735	14 +/- 3 years	14 ± 3 years
1818427	1 to 5 years	1-5 years
1817584	mean age = 13.8 years	mean: 13.8 years
1817585	mean age = 13.8 years	mean: 13.8 years
1817586	mean age = 13.8 years	mean: 13.8 years
1817587	mean age = 13.8 years	mean: 13.8 years
1818435	1 to 5 years	1-5 years
1818437	1 to 5 years	1-5 years
1818439	1 to 5 years	1-5 years
1855259	3 to 5 months	3-5 months
1855263	3 to 5 months	3-5 months
1855264	3 to 5 months	3-5 months
1815421	4 to 18 years	4-18 years
1815423	4 to 18 years	4-18 years
1815425	4 to 18 years	4-18 years
1815430	4 to 18 years	4-18 years
1815432	4 to 18 years	4-18 years
1815436	4 to 18 years	4-18 years
1818736	14 +/- 3 years	14 ± 3 years
1817582	mean age = 13.8 years	mean: 13.8 years
1817583	mean age = 13.8 years	mean: 13.8 years
1818441	1 to 5 years	1-5 years
1817591	mean age = 13.8 years	mean: 13.8 years
1817592	mean age = 13.8 years	mean: 13.8 years
1817593	mean age = 13.8 years	mean: 13.8 years
1817594	mean age = 13.8 years	mean: 13.8 years
1818451	1 to 5 years	1-5 years
1818453	1 to 5 years	1-5 years
1818455	1 to 5 years	1-5 years
1818816	2 to 3 weeks	2-3 weeks
1818817	2 to 3 weeks	2-3 weeks
1816688	14 +/- 3 years	14 ± 3 years
1855265	3 to 5 months	3-5 months
1815442	4 to 18 years	4-18 years
1815444	4 to 18 years	4-18 years
1817588	mean age = 13.8 years	mean: 13.8 years
1817589	mean age = 13.8 years	mean: 13.8 years
1817590	mean age = 13.8 years	mean: 13.8 years
1818457	1 to 5 years	1-5 years
1815346	4 to 18 years	4-18 years
1815440	4 to 18 years	4-18 years
1816226	4 to 6 weeks	4-6 weeks
1816227	4 to 6 weeks	4-6 weeks
1815451	4 to 18 years	4-18 years
1818483	1 to 5 years	1-5 years
1818484	1 to 5 years	1-5 years
1818496	1 to 5 years	1-5 years
1818804	2 to 3 weeks	2-3 weeks
1818808	2 to 3 weeks	2-3 weeks
1818809	2 to 3 weeks	2-3 weeks
1816397	3 to 4 months	3-4 months
1815354	4 to 18 years	4-18 years
1815356	4 to 18 years	4-18 years
1816225	4 to 6 weeks	4-6 weeks
1815446	4 to 18 years	4-18 years
1815448	4 to 18 years	4-18 years
1818487	1 to 5 years	1-5 years
1818488	1 to 5 years	1-5 years
1818491	1 to 5 years	1-5 years
1818492	1 to 5 years	1-5 years
1818495	1 to 5 years	1-5 years
1818499	1 to 5 years	1-5 years
1818508	1 to 5 years	1-5 years
1818511	1 to 5 years	1-5 years
1818512	1 to 5 years	1-5 years
1818519	1 to 5 years	1-5 years
1818544	1 to 5 years	1-5 years
1816401	3 to 4 months	3-4 months
1816402	3 to 4 months	3-4 months
1816403	3 to 4 months	3-4 months
1853162	6 to 8 weeks	6-8 weeks
1815362	4 to 18 years	4-18 years
1815364	4 to 18 years	4-18 years
1816228	4 to 6 weeks	4-6 weeks
1815455	4 to 18 years	4-18 years
1815459	4 to 18 years	4-18 years
1821234	31.63 +/- 1.37 years	31.63 ± 1.37 years
1818500	1 to 5 years	1-5 years
1818503	1 to 5 years	1-5 years
1818504	1 to 5 years	1-5 years
1818507	1 to 5 years	1-5 years
1818520	1 to 5 years	1-5 years
1818523	1 to 5 years	1-5 years
1818524	1 to 5 years	1-5 years
1818527	1 to 5 years	1-5 years
1818528	1 to 5 years	1-5 years
1862616	6-8 weeks old	6-8 weeks
1864822	Three-month-old	3 months
1864820	Three-month-old	3 months
1852754	36.47 +/- 12.46 years	36.47 ± 12.46 years
1862632	6-8 weeks old	6-8 weeks
1865026	Three-month-old	3 months
1864824	Three-month-old	3 months
1864825	Three-month-old	3 months
1852755	40.15 +/- 8.8 years	40.15 ± 8.8 years
1855260	3 to 5 months	3-5 months
1855261	3 to 5 months	3-5 months
1862636	6-8 weeks old	6-8 weeks
1865027	Three-month-old	3 months
1862844	Adult	adult
1862845	Adult	adult
1855262	3 to 5 months	3-5 months
1857713	6-10 week	6-10 weeks
1857710	6-10 week	6-10 weeks
1857708	6-10 week	6-10 weeks
1857715	6-10 week	6-10 weeks
1857758	6–8weeks old	6-8 weeks
1855266	3 to 5 months	3-5 months
1855267	3 to 5 months	3-5 months
1852783	6 to 10 weeks	6-10 weeks
1852784	6 to 10 weeks	6-10 weeks
1852785	6 to 10 weeks	6-10 weeks
1852786	6 to 10 weeks	6-10 weeks
1855268	3 to 5 months	3-5 months
1855269	3 to 5 months	3-5 months
1855270	3 to 5 months	3-5 months
1862789	Adult	adult
1862726	Adult	adult
1862790	Adult	adult
1862791	Adult	adult
1865049	Three-month-old	3 months
1862815	Adult	adult
1862816	Adult	adult
11916	3 to 5 months	3-5 months
1855272	3 to 5 months	3-5 months
1862796	Adult	adult
1864823	Three-month-old	3 months
1862800	Adult	adult
1862799	Adult	adult
1862829	Adult	adult
1862825	Adult	adult
1862826	Adult	adult
1862823	Adult	adult
1853700	3 to 5 months	3-5 months
1853701	3 to 5 months	3-5 months
1853702	3 to 5 months	3-5 months
1853703	3 to 5 months	3-5 months
1859957	Adult	adult
1859958	Adult	adult
1862828	Adult	adult
1862830	Adult	adult
1862831	Adult	adult
1857712	6-10 week	6-10 weeks
1857714	6-10 week	6-10 weeks
1853156	6 to 8 weeks	6-8 weeks
1853157	6 to 8 weeks	6-8 weeks
1853704	3 to 5 months	3-5 months
1862838	Adult	adult
1862839	Adult	adult
1853708	Adult	adult
1853711	Adult	adult
1853713	Adult	adult
1853712	Adult	adult
7602	Adult	adult
1855325	3 to 5 months	3-5 months
1862836	Adult	adult
1862817	Adult	adult
1862818	Adult	adult
1853221	8–12 weeks	8-12 weeks
1853710	Adult	adult
1853709	Adult	adult
1853256	Adult	adult
1853257	Adult	adult
1853774	3 to 5 months	3-5 months
1859803	6-10 week	6-10 weeks
1859804	6-10 week	6-10 weeks
1859809	6-10 week	6-10 weeks
1859810	6-10 week	6-10 weeks
1859805	6-10 week	6-10 weeks
1859806	6-10 week	6-10 weeks
1859807	6-10 week	6-10 weeks
1859808	6-10 week	6-10 weeks
1864064	8 to 10 weeks	8-10 weeks
1864091	8 to 10 weeks	8-10 weeks
1864068	8 to 10 weeks	8-10 weeks
1864090	8 to 10 weeks	8-10 weeks
1857759	Three-month-old	3 months
1862851	Adult	adult
1862853	Adult	adult
1864065	8 to 10 weeks	8-10 weeks
1862842	Adult	adult
1862843	Adult	adult
1864821	Three-month-old	3 months
1853199	8–12 weeks	8-12 weeks
1864277	8 to 10 weeks	8-10 weeks
1864279	8 to 10 weeks	8-10 weeks
1864280	8 to 10 weeks	8-10 weeks
1859068	4 to 6 weeks	4-6 weeks
1859069	4 to 6 weeks	4-6 weeks
1859070	4 to 6 weeks	4-6 weeks
1859071	4 to 6 weeks	4-6 weeks
1859075	4 to 6 weeks	4-6 weeks
1859076	Adult	adult
1885463	53 +/- 11 years	53 ± 11 years
1859859	6 to 8 weeks	6-8 weeks
1863528	3 to 5 months	3-5 months
1885464	53 +/- 11 years	53 ± 11 years
1885465	53 +/- 11 years	53 ± 11 years
1885466	53 +/- 11 years	53 ± 11 years
1859861	6 to 8 weeks	6-8 weeks
1859864	6 to 8 weeks	6-8 weeks
1863371	6-10 week	6-10 weeks
1863529	3 to 5 months	3-5 months
1863530	3 to 5 months	3-5 months
1863531	3 to 5 months	3-5 months
1864467	51.4 +/- 18 years	51.4 ± 18 years
1864470	56.3 +/- 12.8 years	56.3 ± 12.8 years
1884077	18 to 50 years	18-50 years
1898914	Calves	calf
1898915	Calves	calf
1898916	Calves	calf
1865050	Three-month-old	3 months
1863527	3 to 5 months	3-5 months
1859865	6 to 8 weeks	6-8 weeks
1861112	4-6 weeks old	4-6 weeks
1861107	4-6 weeks old	4-6 weeks
1864457	51.4 +/- 18 years	51.4 ± 18 years
1864460	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864463	51.4 +/- 18 years	51.4 ± 18 years
1884399	6 to 10 weeks	6-10 weeks
1898913	Calves	calf
1864478	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864481	51.4 +/- 18 years	51.4 ± 18 years
1864484	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864449	51.4 +/- 18 years	51.4 ± 18 years
1898917	Calves	calf
1898918	Calves	calf
1898919	Calves	calf
1898920	Calves	calf
1898921	Calves	calf
1898922	Calves	calf
1863368	6-10 week	6-10 weeks
1859065	4 to 6 weeks	4-6 weeks
1857757	6–8weeks old	6-8 weeks
1859873	6 to 8 weeks	6-8 weeks
1864473	51.4 +/- 18 years	51.4 ± 18 years
1864446	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864443	51.4 +/- 18 years	51.4 ± 18 years
1864438	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864435	51.4 +/- 18 years	51.4 ± 18 years
1864432	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864427	51.4 +/- 18 years	51.4 ± 18 years
1859074	4 to 6 weeks	4-6 weeks
1864063	8 to 10 weeks	8-10 weeks
1859869	6 to 8 weeks	6-8 weeks
1864424	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864421	51.4 +/- 18 years	51.4 ± 18 years
1864416	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864413	51.4 +/- 18 years	51.4 ± 18 years
1864410	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864405	51.4 +/- 18 years	51.4 ± 18 years
1864402	56.3 +/- 12.8 years	56.3 ± 12.8 years
1859098	Adult	adult
1859096	4 to 6 weeks	4-6 weeks
1859099	Adult	adult
1859103	4 to 6 weeks	4-6 weeks
1859108	4 to 6 weeks	4-6 weeks
1864399	51.4 +/- 18 years	51.4 ± 18 years
1864394	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864391	51.4 +/- 18 years	51.4 ± 18 years
1864383	51.4 +/- 18 years	51.4 ± 18 years
1864380	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864377	51.4 +/- 18 years	51.4 ± 18 years
1864372	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864369	51.4 +/- 18 years	51.4 ± 18 years
1864388	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864366	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864361	51.4 +/- 18 years	51.4 ± 18 years
1864358	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864355	51.4 +/- 18 years	51.4 ± 18 years
1864497	8 to 10 weeks	8-10 weeks
1859935	Adult	adult
1859945	Adult	adult
1859946	Adult	adult
1864816	Three-month-old	3 months
1864817	Three-month-old	3 months
1859947	Adult	adult
1859948	Adult	adult
1846876	2 to 65 years	2-65 years
1846878	2 to 65 years	2-65 years
1847250	2 to 65 years	2-65 years
1847064	2 to 65 years	2-65 years
1847068	2 to 65 years	2-65 years
1847070	2 to 65 years	2-65 years
1847258	2 to 65 years	2-65 years
1847262	2 to 65 years	2-65 years
1847264	2 to 65 years	2-65 years
1847082	2 to 65 years	2-65 years
1847452	2 to 65 years	2-65 years
1847454	2 to 65 years	2-65 years
1847276	2 to 65 years	2-65 years
1847464	2 to 65 years	2-65 years
1929747	Adult	adult
1929749	Adult	adult
1929750	Adult	adult
1929751	Adult	adult
1864365	51.4 +/- 18 years	51.4 ± 18 years
1864367	51.4 +/- 18 years	51.4 ± 18 years
1864368	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864376	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864378	56.3 +/- 12.8 years	56.3 ± 12.8 years
1864379	51.4 +/- 18 years	51.4 ± 18 years
1864381	51.4 +/- 18 years	51.4 ± 18 years
1864382	56.3 +/- 12.8 years	56.3 ± 12.8 years
1898494	6 to 8 weeks	6-8 weeks
1898496	6 to 8 weeks	6-8 weeks
1847062	2 to 65 years	2-65 years
