index	invalid_word	pdb_plausible?	context	occurrences	replace_with	remove	invalidate	allow
2199	6nms	Y	'figure 5, tables s3, s4 and pdb 6nms', 'table s3 and pdb 6nms', 'figure 5, table s3, s4 and pdb 6nms'	2				
2200	6nmt	Y	'figure 5, tables s3, s4 and pdb 6nmt', 'table s3 and pdb 6nmt', 'figure 5, table s3, s4 and pdb 6nmt'	2				
2201	6cqq	Y	'figure 5, tables s3, s5 and pdb 6cqq', 'table s3 and pdb 6cqq', 'figure 5, table s3, s5 and pdb 6cqq'	2				
2202	6cqr	Y	'figure 5, tables s3, s6 and pdb 6cqr', 'table s3 and pdb 6cqr', 'figure 5, table s3, s6 and pdb 6cqr'	2				
2203	5vic	Y	'figure 5, tables s5, s6 and pdb 5vic', 'table s6 pdb 5vic', 'figure 5, table s5, s6 and pdb 5vic'	2				
2204	5vig	Y	'figure 5, tables s5, s6 and pdb 5vig', 'table s6 and pdb 5vig', 'figure 5, table s5, s6 and pdb 5vig'	2				
2205	pages	N	'figure 5, text (pages 64-5)', 'figure 8, pages 3, 4, and 6', 'figure and table, pages 137-138', 'figures 1, 2, s2, and s4, pages 6 and 8', 'figures 8 and s3, pages 5 and 6', 'figures s2 and s4, pages 3, 4, 6, and 8', 'pages 120-121', 'pages 138-139', 'pages 3, 4, and 8, figure 5', 'pages 534 and 536'	31				
2206	sample	N	'figure 5a, sample 1', 'figure 5a, sample 3'	2				
2207	5and	Y	'figure 5and table ii', 'figure 5and table 2'	1				
2208	5f	N	'figure 5e, 5f', 'figure 5e, 5f, 6d, 6e', 'figure 5f', 'figure 5f and supplementary figure 2d', 'figure 5f,g', 'figures 4a, 5a, 5b, 5c, and 5f', 'figures 4e, 4g, 5a, 5b, 5c, 5d, 5f, 5h, 6, 7b and 7f', 'figures 5e and 5f', 'figures 5e, 5f, 5g', 'figures 5f and 5g', 'figures 5f and 5h', 'figure 4a, 5a, 5b, 5c, and 5f'	11				
2209	6e	N	'figure 5e, 5f, 6d, 6e', 'figure 6d and supplementary figure 6e', 'figures 1, 6c and 6e.', 'figures 1d, 6e', 'figures 2b, 6e', 'figures 4, 6e,f and 7', 'figures 6b and 6e', 'figures 6e, f and s12', 'table 2, figure 6e, figure 7, table 8', 'figure 1d, 6e', 'figure 4, 6e,f and 7', 'figure 6e, f and s12'	11				
2210	5g	N	'figure 5g', 'figure 5g, 5i', 'figure 5g,h', 'figures 2c,d and 5g', 'figures 3a, 3d, 4a, 4d, and 5g', 'figures 4f, 5g, 6d, and 7c', 'figures 5a, 5b, 5e, 5g', 'figures 5a, 5b, 5g', 'figures 5d and 5g', 'figures 5e, 5f, 5g', 'figures 5f and 5g', 'figure 2c,d and 5g', 'figure 3a, 3d, 4a, 4d, and 5g', 'figure 4f, 5g, 6d, and 7c'	11				
2211	5i	N	'figure 5g, 5i', 'figure 5i', 'figures 3c, 3f, 4c, 4f, and 5i', 'figure 3c, 3f, 4c, 4f, and 5i'	3				
2212	5h	N	'figure 5h', 'figure 5h and supplemental figure 4', 'figures 2b and 5h', 'figures 3b, 3e, 4b, 4e, and 5h', 'figures 4e, 4g, 5a, 5b, 5c, 5d, 5f, 5h, 6, 7b and 7f', 'figures 5f and 5h', 'figures 5h and 6 h,i', 'figure 2b and 5h', 'figure 5f and 5h', 'f1gures 5h and 6 h,1', 'figure 3b, 3e, 4b, 4e, and 5h'	7				
2213	5j	N	'figure 5j', 'figure 5j, k'	2				
2214	5k	N	'figure 5k, l, 9'	1				
2215	5s	N	'figure 5s'	1				
2216	proof	N	'figure 6 and note added in proof'	2				
2217	added	N	'figure 6 and note added in proof'	2				
2218	5mhr	Y	'figure 6 and pdb 5mhr', 'table 1, figures 3, 6 and pdb 5mhr', 'table 1, figure 3, 6 and pdb 5mhr'	2				
2219	5mhs	Y	'figure 6 and pdb 5mhs', 'table 1, figures 2, 6 and pdb 5mhs', 'table 1, figure 2, 6 and pdb 5mhs'	2				
2220	7dk0	Y	'figure 6 and pdb 7dk0', 'figures 2, s6, s8, s9, table 1, supplemental table 1 and pdb 7dk0'	3				
2221	2s1	N	'figure 6 and supplemental figures 2s1 and 6s1', 'figure 6 and supplemental figure 2s1 and 6s1'	1				
2222	6s1	N	'figure 6 and supplemental figures 2s1 and 6s1', 'figure 6 and supplemental figure 2s1 and 6s1'	1				
2223	7cyh	Y	'figure 6, 7, supplementary figures s3, s4, table s2 and pdb 7cyh', 'pdb 7cyp and 7cyh', 'figure 6, 7, supplementary figure s3, s4, table s2 and pdb 7cyh'	2				
2224	7cyp	Y	'figure 6, 7, supplementary figures s3, s4, table s2 and pdb 7cyp', 'pdb 7cyp and 7cyh', 'figure 6, 7, supplementary figure s3, s4, table s2 and pdb 7cyp'	2				
2225	7x08	Y	'figure 6, 7, supplementary figures s6, s7 and supplementary table s1 and pdb 7x08', 'pdb 7x08 and figure 7', 'figure 6, 7, supplementary figure s6, s7 and supplementary table s1 and pdb 7x08'	2				
2226	4cw1	Y	'figure 6, 7, table 1 and pdb 4cw1'	1				
2227	4d0d	Y	'figure 6, 7, table 1 and pdb 4d0d'	1				
2228	7unz	Y	'figure 6, extended data figure 10, tables s4 and s6, and pdb 7unz', 'figure 6, extended data figure 10, table s4 and s6, and pdb 7unz'	2				
2229	6qd8	Y	'figure 6, extended data figure 8, supplementary table 7 and pdb 6qd8'	2				
2230	6qd7	Y	'figure 6, extended data figures 8, 9, supplementary table 7 and pdb 6qd7', 'figure 6, extended data figure 8, 9, supplementary table 7 and pdb 6qd7'	2				
2231	7tr4	Y	'figure 6, extended data table 3, and pdb 7tr4'	2				
2232	6zg3	Y	'figure 6, figure 6-supplements, table 1 and pdb 6zg3'	2				
2233	tabe	N	'figure 6, figures s3, tabe si', 'tabe s1', 'tabe s3', 'tabe s3, figure s3'	4				
2234	1ktj	Y	'figure 6, pdb 1ktj'	1				
2235	6u55	Y	'figure 6, pdb 6u55', 'table 1, figure 6, pdb 6u55'	2				
2236	7kn3	Y	'figure 6, s10, tables s1, s2 and pdb 7kn3', 'figure 6, s10, table s1, s2 and pdb 7kn3'	2				
2237	7kn4	Y	'figure 6, s10, tables s1, s2 and pdb 7kn4'	2				
2238	8byu	Y	'figure 6, s2, table s3 and 8byu', 'pdb 8byu'	2				
2239	5hi4	Y	'figure 6, s4, table s1 and pdb 5hi4', 'pdb 5hi3, 5hi4, 5hi5'	2				
2240	5hi5	Y	'figure 6, s4, table s1 and pdb 5hi5', 'pdb 5hi3, 5hi4, 5hi5'	2				
2241	7chc	Y	'figure 6, s4, table s3 and pdb 7chc', 'pdb 7ch5 and 7chc', 'pdb 7chh, 7chc, 7che, 7chf'	3				
2242	7n3i	Y	'figure 6, s5, s6, table s2 and pdb 7n3i'	2				
2243	7r8l	Y	'figure 6, s5, s6, table s2 and pdb 7r8l', 'figure s5, table s2 and pdb 7r8l'	3				
2244	7r8n	Y	'figure 6, s5, s6, table s3 and pdb 7r8n'	2				
2245	7s3m	Y	'figure 6, s6, table s2 and pdb 7s3m'	1				
2246	7s3n	Y	'figure 6, s6, table s2 and pdb 7s3n'	1				
2247	7msq	Y	'figure 6, s6, tables s1, s3, s4 and pdb 7msq'	2				
2248	7uap	Y	'figure 6, s7, table s5 and pdb 7uap', 'pdb 7uaq and 7uap'	2				
2249	7uaq	Y	'figure 6, s7, table s5 and pdb 7uaq', 'figure 7, s7, table s5 and pdb 7uaq', 'pdb 7uaq and 7uap'	3				
2250	4p46	Y	'figure 6, supplemental figure 2, table ii and pdb 4p46', 'table ii, figure 6, supplemental figure 2 and pdb 4p46'	2				
2251	6pcu	Y	'figure 6, supplemental figure s6, supplemental table 1 and pdb 6pcu', 'supplemental figure s3 and pdb 6pcu'	2				
2252	5bk2	Y	'figure 6, supplemental figure s9, table 1 and pdb 5bk2'	2				
2253	3w39	Y	'figure 6, supplemental table 1 and pdb 3w39'	1				
2254	4irj	Y	'figure 6, supplemental tables i, ii and pdb 4irj', 'figures 6, 7, supplemental tables i, ii and pdb 4irj', 'f1gure 6, supplemental table 1, 11 and pdb 41rj', 'f1gures 6, 7, supplemental table 1, 11 and pdb 41rj', 'figure 6, supplemental table i, ii and pdb 4irj', 'figure 6, 7, supplemental table i, ii and pdb 4irj'	2				
2255	4irs	Y	'figure 6, supplemental tables i, ii and pdb 4irs', 'figures 6, 7, supplemental tables i, ii and pdb 4irs', 'f1gure 6, supplemental tables 1, 11 and pdb 41rs', 'f1gures 6, 7, supplemental tables 1, 11 and pdb 41rs', 'figure 6, supplemental table i, ii and pdb 4irs', 'figure 6, 7, supplemental table i, ii and pdb 4irs'	2				
2256	7b3o	Y	'figure 6, supplementary data s7 and pdb 7b3o'	2				
2257	6r2s	Y	'figure 6, supplementary figure 3, supplementary tables 3, 4 and pdb 6r2s', 'pdb 6r2s and supplementary table 4', 'figure 6, supplementary figure 3, supplementary table 3, 4 and pdb 6r2s'	2				
2258	7mdp	Y	'figure 6, supplementary figure 4, table s3 and pdb 7mdp', 'pdb 7rp2, 7rp3 and 7mdp'	2				
2259	7sht	Y	'figure 6, supplementary figure 6, supplementary table 9 and pdb 7sht'	2				
2260	4k55	Y	'figure 6, supplementary figure 8, supplementary table 2 and pdb 4k55'	1				
2261	5ggv	Y	'figure 6, supplementary figures 1, 3, table 1, text page 4 and pdb 5ggv', 'figure 6, supplementary figure 1, 3, table 1, text page 4 and pdb 5ggv'	2				
2262	6usf	Y	'figure 6, supplementary figures 6, 7, supplementary table 7 and pdb 6usf', 'figure 6, supplementary figure 6, 7, supplementary table 7 and pdb 6usf'	2				
2263	6eqc	Y	'figure 6, supplementary figures 6, 7, supplementary table 2 and pdb 6eqc', 'figure 6, supplementary figure 6, 7, supplementary table 2 and pdb 6eqc'	1				
2264	5ogi	Y	'figure 6, supplementary figures 7, 8, supplementary table 1 and pdb 5ogi', 'figure 6, supplementary figure 7, 8, supplementary table 1 and pdb 5ogi'	2				
2265	7vq0	Y	'figure 6, supplementary figures 8, 9, 10, table 1 and pdb 7vq0', 'figure 6, supplementary figure 8, 9, 10, table 1 and pdb 7vq0'	2				
2266	5d93	Y	'figure 6, supplementary table 1 and pdb 5d93'	2				
2267	7a6o	Y	'figure 6, supplementary table 1 and pdb 7a6o'	2				
2268	6mtm	Y	'figure 6, supplementary table 2 and pdb 6mtm', 'figure 6, supplementary tables 2, 5 and pdb 6mtm', 'figure 6, supplementary table 2, 5 and pdb 6mtm'	2				
2269	7df1	Y	'figure 6, supplementary table 4 and pdb 7df1'	2				
2270	5c0d	Y	'figure 6, supplementary table s2 and pdb 5c0d'	1				
2271	5c0e	Y	'figure 6, supplementary table s2 and pdb 5c0e', 'pdb 5c0e and 5c07'	2				
2272	5c0f	Y	'figure 6, supplementary table s2 and pdb 5c0f'	1				
2273	5c0g	Y	'figure 6, supplementary table s2 and pdb 5c0g'	1				
2274	5c0i	Y	'figure 6, supplementary table s2 and pdb 5c0i'	1				
2275	5c0j	Y	'figure 6, supplementary table s2 and pdb 5c0j'	1				
2276	5n1y	Y	'figure 6, supplementary table s2 and pdb 5n1y'	1				
2277	4cvx	Y	'figure 6, table 1 and pdb 4cvx'	1				
2278	5fgb	Y	'figure 6, table 1 and pdb 5fgb'	1				
2279	5kzp	Y	'figure 6, table 1 and pdb 5kzp'	1				
2280	6u3m	Y	'figure 6, table 1 and pdb 6u3m'	1				
2281	6u3n	Y	'figure 6, table 1 and pdb 6u3n'	1				
2282	6g3j	Y	'figure 6, table 2 and pdb 6g3j'	1				
2283	1zmy	Y	'figure 6, table 3 and pdb 1zmy'	2				
2284	4f7m	Y	'figure 6, table 3 and pdb 4f7m'	1				
2285	4f7p	Y	'figure 6, table 3 and pdb 4f7p'	1				
2286	4f7t	Y	'figure 6, table 3 and pdb 4f7t'	1				
2287	5eoc	Y	'figure 6, table 3 and pdb 5eoc'	1				
2288	5vxr	Y	'figure 6, table 3, and pdb 5vxr'	1				
2289	2h9g	Y	'figure 6, table 4 and pdb 2h9g'	2				
2290	6ile	Y	'figure 6, table i and pdb 6ile', 'f1gure 6, table 1 and pdb 61le'	1				
2291	1mci	Y	'figure 6, table ii and pdb 1mci'	1				
2292	2rfx	Y	'figure 6, table s1 and pdb 2rfx'	1				
2293	6bj8	Y	'figure 6, table s1 and pdb 6bj8', 'figure 6, tables s1, s2 and pdb 6bj8', 'figure 6, table s1, s2 and pdb 6bj8'	2				
2294	8elo	Y	'figure 6, table s11 and pdb 8elo', 'figures 5, 6, s15, table s11 and pdb 8elo', 'pdb 8elo, 8elp, 8elq', 'figure 5, 6, s15, table s11 and pdb 8elo'	4				
2295	8elp	Y	'figure 6, table s11 and pdb 8elp', 'figures 5, 6, s15, table s11 and pdb 8elp', 'pdb 8elo, 8elp, 8elq', 'figure 5, 6, s15, table s11 and pdb 8elp'	4				
2296	8elq	Y	'figure 6, table s11 and pdb 8elq', 'figures 5, 6, s15, table s11 and pdb 8elq', 'pdb 8elo, 8elp, 8elq', 'figure 5, 6, s15, table s11 and pdb 8elq'	4				
2297	3ejy	Y	'figure 6, table s2 and pdb 3ejy', 'pdb 3ejz and 3ejy'	2				
2298	3ejz	Y	'figure 6, table s2 and pdb 3ejz', 'pdb 3ejz and 3ejy'	2				
2299	5f6j	Y	'figure 6, table s2 and pdb 5f6j'	2				
2300	7fjs	Y	'figure 6, table s2, and pdb 7fjs', 'pdb 7fjs, 7fjn, and 7fjo'	2				
2301	7te1	Y	'figure 6, table s2, and pdb 7te1'	2				
2302	6ubi	Y	'figure 6, table s5 and pdb 6ubi'	1				
2303	6g	N	'figure 6a, 6g', 'figure 6g', 'figure s7, 6g', 'figures 4a, 6g, 8c and 8g', 'figures 6a 6c and 6g', 'figures 6a, 6g', 'figure 6a 6c and 6g', 'figure 4a, 6g, 8c and 8g'	6				
2304	frame	N	'figure 6a, frame d', 'figure 6a, frame h', 'figure 6b, frame d', 'figure 6b, frame h'	4				
2305	frames	N	'figure 6a, frames b and c', 'figure 6a, frames e and g', 'figure 6a, frames f and g', 'figure 6b, frames b and c', 'figure 6b, frames e and g', 'figure 6b, frames f and g'	6				
2306	6f	N	'figure 6f', 'figure 6f and supplementary table s5', 'figure 6f, figure 7', 'figure 6f, figure 7 and table 2', 'figures 2a,c, 4b,c, 6f', 'figures 2a,c, 4b,c, s4, 5, 6f', 'figures 3c, 6f, supplementary figures 10e, 11c, 15e, and 17b'	7				
2307	6h	N	'figure 6h', 'figure 6h, supplementary figure 6d', 'figure 6h, supplementary figure s6e'	3				
2308	s6e	N	'figure 6h, supplementary figure s6e', 'figures 1, 6, s6, tables s2, s6e and pdb 4ydi', 'pdb 4ydi and table s6e'	5				
2309	6i	N	'figure 6i'	1				
2310	6j	N	'figure 6j'	1				
2311	6k	N	'figure 6k'	1				
2312	6l	N	'figure 6l'	1				
2313	6m	N	'figure 6m, s6g'	1				
2314	s6g	N	'figure 6m, s6g', 'figure s6g', 'figures 1, 6, s6, tables s2, s6g and pdb 4rwy', 'pdb 4rwy and table s6g', 'figure 1, 6, s6, table s2, s6g and pdb 4rwy'	4				
2315	6n	N	'figure 6n'	1				
2316	6s	N	'figure 6s'	1				
2317	7lvw	Y	'figure 7 and table 1 and pdb 7lvw'	2				
2318	anf	N	'figure 7 anf table s1'	1				
2319	4pj7	Y	'figure 7, 8, table s3 and pdb 4pj7', 'figure 8, table s3 and pdb 4pj7'	2				
2320	4pj8	Y	'figure 7, 8, table s3 and pdb 4pj8', 'figure 8, table s3 and pdb 4pj8'	2				
2321	4pj9	Y	'figure 7, 8, table s3 and pdb 4pj9', 'figure 8, table s3 and pdb 4pj9'	2				
2322	6z10	Y	'figure 7, extended data table s1 and pdb 6z10'	2				
2323	6u54	Y	'figure 7, pdb 6u54', 'table 1, figure 7, pdb 6u54'	2				
2324	7mf1	Y	'figure 7, s3, tables s4, s5 and pdb 7mf1', 'figure 7, s3, table s4, s5 and pdb 7mf1'	2				
2325	5npz	Y	'figure 7, s5 table and pdb 5npz'	1				
2326	5nq0	Y	'figure 7, s5 table and pdb 5nq0'	1				
2327	5nq2	Y	'figure 7, s5 table and pdb 5nq2'	1				
2328	7r8m	Y	'figure 7, s5, s7, table s3 and pdb 7r8m'	2				
2329	7r8o	Y	'figure 7, s5, s7, table s3 and pdb 7r8o'	2				
2330	7nd3	Y	'figure 7, s5, table s6 and pdb 7nd3'	2				
2331	7nd7	Y	'figure 7, s5, table s6 and pdb 7nd7', 'pdb 7beh and 7nd7'	2				
2332	7nda	Y	'figure 7, s5, table s6 and pdb 7nda', 'pdb 7beo, 7nd9 and 7nda'	2				
2333	7ndb	Y	'figure 7, s5, table s6 and pdb 7ndb'	2				
2334	7nd5	Y	'figure 7, s5,table s6 and pdb 7nd5', 'pdb 7bei and 7nd5'	2				
2335	7nd9	Y	'figure 7, s5,table s6 and pdb 7nd9', 'pdb 7beo, 7nd9 and 7nda'	2				
2336	5jop	Y	'figure 7, supplemental figure 6, supplemental tables 4, 5 and pdb 5jop', 'figure 7, supplemental figure 6, supplemental table 4, 5 and pdb 5jop'	1				
2337	4zak	Y	'figure 7, supplemental table 1 and pdb 4zak'	2				
2338	figure1	N	'figure 7, supplementary figure1, and supplementary table 2', 'figure1 and table 1', 'figure1, 2, table 1 and pdb 2dbl', 'figure1, 2a and table 1', 'figure1, table 1', 'figure1, table 1 and pdb 1dbj', 'figure1,table3', 'supplementary table 1 and figure1', 'tables 1, 2 and figure1', 'table 1, 2 and figure1'	11				
2339	7q6c	Y	'figure 7, supplementary figure 4, supplementary table 3 and pdb 7q6c'	2				
2340	6o4z	Y	'figure 7, supplementary table s3 and pdb 6o4z'	1				
2341	6o51	Y	'figure 7, supplementary table s3 and pdb 6o51'	1				
2342	4x7e	Y	'figure 7, table 1 and pdb 4x7e'	2				
2343	5hdb	Y	'figure 7, table 1 and pdb 5hdb', 'pdb 4z7n, 4z7o, 4z7q and 5hdb'	2				
2344	5u8q	Y	'figure 7, table 1 and pdb 5u8q', 'pdb 5u8r and 5u8q'	2				
2345	6cyw	Y	'figure 7, table 1 and pdb 6cyw', 'methods and pdb 6cyw'	2				
2346	6u3o	Y	'figure 7, table 1 and pdb 6u3o', 'figure 7, table 1, supplementary figure 4 and pdb 6u3o'	2				
2347	4x6e	Y	'figure 7, table 1, supplementary figure 3 and pdb 4x6e'	1				
2348	4x6f	Y	'figure 7, table 1, supplementary figure 3 and pdb 4x6f'	1				
2349	3drt	Y	'figure 7, table 3 and 3drt'	1				
2350	6ccb	Y	'figure 7, table 3 and pdb 6ccb'	2				
2351	7tow	Y	'figure 7, table 5 and pdb 7tow'	2				
2352	4pv8	Y	'figure 7, table ii and pdb 4pv8', 'figure 7, table 2 and pdb 4pv8'	2				
2353	4pv9	Y	'figure 7, table ii and pdb 4pv9'	2				
2354	5eo0	Y	'figure 7, table ii and pdb 5eo0', 'figure 7, table 2 and pdb 5eo0'	1				
2355	5eo1	Y	'figure 7, table ii and pdb 5eo1', 'figure 7, table 2 and pdb 5eo1'	1				
2356	1mcc	Y	'figure 7, table iii and pdb 1mcc', 'figure 7, table 3 and pdb 1mcc'	1				
2357	2e7l	Y	'figure 7, table s1 and pdb 2e7l'	1				
2358	4pja	Y	'figure 7, table s2 and pdb 4pja'	1				
2359	4pjb	Y	'figure 7, table s2 and pdb 4pjb'	1				
2360	4pjc	Y	'figure 7, table s2 and pdb 4pjc'	1				
2361	4pjd	Y	'figure 7, table s2 and pdb 4pjd'	1				
2362	7jx3	Y	'figure 7, table s3 and pdb 7jx3', 'figures 4, 7, tables s3 and pdb 7jx3', 'figures 6, 7, table s3 and pdb 7jx3', 'pdb 7jx3 and 7jw0'	5				
2363	4uty	Y	'figure 7, table s4 and pdb 4uty'	1				
2364	5o7p	Y	'figure 7, table s6, figure s7 and pdb 5o7p'	1				
2365	3egs	Y	'figure 7, tables 3 and 4 and pdb 3egs', 'figure 7, table 3 and 4 and pdb 3egs'	1				
2366	5kjr	Y	'figure 7, tables 3, 4, 5, 6 and pdb 5kjr', 'figure 7, table 3, 4, 5, 6 and pdb 5kjr'	1				
2367	7qxd	Y	'figure 7, tables s1, s5 and pdb 7qxd', 'figure 7, table s1, s5 and pdb 7qxd'	1				
2368	5o4g	Y	'figure 7, tables s6, s7, figure s6 and pdb 5o4g', 'figure 7, table s6, s7, figure s6 and pdb 5o4g'	2				
2369	5o4o	Y	'figure 7, tables s6, s7, figure s7 and pdb 5o4o'	2				
2370	7e	N	'figure 7e', 'figure 7e,f', 'figures 1b, 4b, 5, 6, 7a, 7b, 7e, 7f', 'figures 6 and 7e', 'figures 7e and 8c', 'figure 1b, 4b, 5, 6, 7a, 7b, 7e, 7f'	5				
2371	7f	N	'figure 7f', 'figure 7f and 9', 'figure 7f,g', 'figure 7f,h', 'figures 1, 6d, supplemental figure 1 and figure 7f', 'figures 1b, 4b, 5, 6, 7a, 7b, 7e, 7f', 'figures 4e, 4g, 5a, 5b, 5c, 5d, 5f, 5h, 6, 7b and 7f', 'figure 1, 6d, supplemental figure 1 and figure 7f', 'figure 1b, 4b, 5, 6, 7a, 7b, 7e, 7f'	7				
2372	7g	N	'figure 7g', 'figure 7g,h', 'figures 4d, 7g', 'figure 4d, 7g'	3				
2373	7i	N	'figure 7i', 'figure 7i, s7', 'figures 7h and 7i', 'figures 4e, 7i', 'figures 7i, 8c,d,e,f, supporting information fig. 3c', 'figureures 7i, 8c,d,e,f, supporting information figure. 3c', 'figure 7h and 7i', 'figure 4e, 7i', 'figure 7i, 8c,d,e,f, supporting information fig. 3c'	6				
2374	7j	N	'figure 7j, s7', 'figures 7j and 7k'	2				
2375	3p9w	Y	'figure 8 and pdb 3p9w'	1				
2376	4hgm	Y	'figure 8 and pdb 4hgk and 4hgm', 'figures 3, 4, 8, tables 1, 2 and pdb 4hgm', 'figure 3, 4, 8, table 1, 2 and pdb 4hgm'	2				
2377	4hgk	Y	'figure 8 and pdb 4hgk and 4hgm', 'figures 3, 4, 8, tables 1, 2 and pdb 4hgk', 'figures 3, 4, 8, table 1, 2 and pdb 4hgk'	2				
2378	4u6h	Y	'figure 8 and pdb 4u6h', 'figure 8, table 2 and pdb 4u6h'	2				
2379	5vf2	Y	'figure 8 and pdb 5vf2'	1				
2380	sypplementary	N	'figure 8 and sypplementary figure s6'	1				
2381	supplamental	N	'figure 8, supplamental figure 2', 'figures 5, 6, supplamental figure 1', 'supplamental figure 3', 'figure 5, 6, supplamental figure 1'	3				
2382	6fxn	Y	'figure 8, supplementary figures 7, 8, supplementary table 4 and pdb 6fxn', 'supplementary figure 8 and pdb 6fxn', 'figure 8, supplementary figure 7, 8, supplementary table 4 and pdb 6fxn'	2				
2383	6mkd	Y	'figure 8, supplementary table 3, supplementary figure 6 and pdb 6mkd'	2				
2384	6mkg	Y	'figure 8, supplementary table 3, supplementary figure 6 and pdb 6mkg'	1				
2385	6mkm	Y	'figure 8, supplementary table 3, supplementary figure 6 and pdb 6mkm'	1				
2386	6mkn	Y	'figure 8, supplementary table 3, supplementary figure 6 and pdb 6mkn'	1				
2387	6mko	Y	'figure 8, supplementary table 3, supplementary figure 6 and pdb 6mko'	1				
2388	6mkr	Y	'figure 8, supplementary table 3, supplementary figure 6 and pdb 6mkr'	1				
2389	6mng	Y	'figure 8, supplementary table 3, supplementary figure 6 and pdb 6mng'	1				
2390	6mnm	Y	'figure 8, supplementary table 3, supplementary figure 6 and pdb 6mnm'	1				
2391	6mnn	Y	'figure 8, supplementary table 3, supplementary figure 6 and pdb 6mnn'	1				
2392	6mno	Y	'figure 8, supplementary table 3, supplementary figure 6 and pdb 6mno'	1				
2393	6ba5	Y	'figure 8, supplementary tables s4, s5 and pdb 6ba5', 'supplementary table s5 and pdb 6ba5', 'figure 8, supplementary table s4, s5 and pdb 6ba5'	2				
2394	7ejl	Y	'figure 8, table 1 and pdb 7ejl'	1				
2395	7ejm	Y	'figure 8, table 1 and pdb 7ejm'	1				
2396	7ejn	Y	'figure 8, table 1 and pdb 7ejn'	1				
2397	3u9p	Y	'figure 8, table s1 and pdb 3u9p'	2				
2398	6ojp	Y	'figure 8, table s1 and pdb 6ojp'	1				
2399	4i4w	Y	'figure 8, table s2 and pdb 4i4w'	1				
2400	4utf	Y	'figure 8, table s4 and pdb 4utf'	1				
2401	8a	N	'figure 8a', 'figure 8a and b', 'figure 8a,b', 'figure 8a-c', 'figures 1, 2a 6a-e, 8a and 8e', 'figures 1, 3, 7, 8a, and 9a', 'figures 1a and 8a', 'figures 2, 4a, 8a, and 8b', 'figures 2, 8a, and 8b', 'figures 2a and 8a', 'figures 3a, 5a, and 8a', 'figures 4b and 8a', 'figures 5a, 5d, 6a, 7a, 8a', 'figures 5b, 8a'	19				
2402	8e	N	'figure 8e', 'figures 1, 2a 6a-e, 8a and 8e', 'figures 4, 5, 8e and supplemental figures 3, 4', 'figures 7d and 8e', 'figures 8b and 8e', 'figures 8c, 8d, and 8e', 'table 1, figures 3 and 8e', 'figure 4, 5, 8e and supplemental figure 3, 4', 'figure 7d and 8e', 'figure 8b and 8e', 'figure 8c, 8d, and 8e'	7				
2403	8f	N	'figure 8f', 'figure 8f-h, 9a-b', 'supplementary figure 8f'	3				
2404	8g	N	'figure 8g', 'figure 8g and s3', 'figures 4a, 6g, 8c and 8g', 'figure 4a, 6g, 8c and 8g'	3				
2405	8h	N	'figure 8h', 'figures 8h, 8i, 9g and 9h'	2				
2406	8i	N	'figure 8i', 'figures 8h, 8i, 9g and 9h', 'supplementary figure 8i', 'figure 8h, 8i, 9g and 9h'	3				
2407	8j	N	'figure 8j', 'figures 3, 6 and 8j', 'figures 8j and 9i'	3				
2408	8k	N	'figure 8k', 'figures 8k and 9j', 'figure 8k and 9j'	2				
2409	8l	N	'figure 8l', 'figures 8l and 9k'	2				
2410	3hr5	Y	'figure 9, supplemental table 1 and pdb 3hr5', 'text p. 2222 and pdb 3hr5'	2				
2411	5d9s	Y	'figure 9, supplementary file 4 and pdb 5d9s'	1				
2412	5ddh	Y	'figure 9, supplementary file 4 and pdb 5ddh'	1				
